review,BATTERY,CAMERA,GENERAL,SER&ACC,PERFORMANCE,DESIGN,FEATURES,PRICE,SCREEN,STORAGE
Màn hình đẹp,,,,,,,,,positive,
pin xài lâu,positive,,,,,,,,,
Camera trước và sau dùng rất thích,,positive,,,,,,,,
Nữ cầm hơi nặng tay,,,,,,negative,,,,
Máy ổn,,,positive,,,,,,,
sóng đt yếu. Wifi không yếu,neutral,,,,,,,,,
Quá tốt cho 1 đt việt,,,,positive,,,,,,
Cam và độ phân giải màn hình cực kém,,negative,,,,,,,,
nhan viên bán hàng rất chú đáo tư vấn nhiệt tình làm cho mình rất thích,,,,positive,,,,,,
máy rất mượt,,,,,positive,,,,,
bo trí phím âm lượng và phím nguồn rất ưng ý,,,,,,positive,,,,
loa ngoài hỏi bé xíu.bàn phím gõ chữ trên máy không bỏ dấu được,,,,,,,negative,,,
"màng hình ,màu sắc hơi nhạt xíu nhưng vẫn rất đẹp",,,,,,,,,neutral,
Máy đẹp kiểu dáng trang nhã,,,,,,positive,,,,
máy chạy tốt,,,,,positive,,,,,
"chụp ảnh rất đẹp, chất lượng tuyệt vời",,positive,,,,,,,,
Điện thoại thì xài tạm đc,,,neutral,,,,,,,
điện thoại có 2 loa mà sao 1 bên nghe đc 1 bên nghe ko đc,,,,,,negative,,,,
vẫn bị lỗi hở sáng 4 góc màn hình,,,,,,negative,,,,
còn lại thì ổn áp,,,positive,,,,,,,
pin trâu,positive,,,,,,,,,
chip mạnh,,,,,positive,,,,,
cam macro chụp cực đẹp,,positive,,,,,,,,
chỉ bị mỗi cái lỗi hở sáng 4 góc màn hjnhf,,,,,,negative,,,,
Sp tốt,,,positive,,,,,,,
pin khoẻ,positive,,,,,,,,,
chơi game mượt mà.cấu hình tốt,,,,,positive,,,,,
chụp ảnh cũng rất OK,,positive,,,,,,,,
mình rất hài lòng,,,positive,,,,,,,
Màn hình bật full mà vẫn tối,,,,,,,,,negative,
chip chơi lq mượt cực kì nhưng 30p là hơi nóng,,,,,neutral,,,,,
dc cái pin 5000 mà sạc nhanh 20-100% khoảng 2h,positive,,,,,,,,,
nói chung ok,,,positive,,,,,,,
pin còn 99% thì có phải đã bị chai pin không ạ,negative,,,,,,,,,
Mình quá ưng NOte10 lite luôn,,,positive,,,,,,,
"Cây bút rất nhạy, viết note nhanh",,,,positive,,,,,,
chỉnh sửa hình ảnh bằng app cũng rất tiện và chính xác,,,,,positive,,,,,
Nói chung là mình rất thích dòng Note của Samsung,,,positive,,,,,,,
xem phim cứ 1lúc là đứng hình nhưng tiếng vẫn chạy bình thường,,,,,negative,,,,,
"Âm thanh tốt,có kết nối âm thanh snapdragon",,,,,,,positive,,,
"Ảnh chụp tốt,sắc nét,(chụp cái mùng lúc tắt đèn,nổi rỏ từng sợi chỉ)",,positive,,,,,,,,
"Nv tgdd Củ Chi,giữ xe,tiếp thị,kỷ thuật,quản lý...,vui vẻ,cãm thấy hài lòng",,,,positive,,,,,,
Dùng cũng ổn,,,neutral,,,,,,,
Toi đang sài dien thoai con 30% bin thi dem di sac tự nhiên hư màn hình khong mở lên đc,negative,,,,,,,,,
Nhìn thì ngon,,,,,,positive,,,,
dùng như shit,,,negative,,,,,,,
 game mu h5 nhẹ thế mà lag suốt,,,,,negative,,,,,
sóng thì chập chờn lúc có lúc k,,,,,,,negative,,,
camera mờ chụp chậm,,negative,,,,,,,,
nói chung k được như mong đợi quá tệ,,,negative,,,,,,,
máy sài rất ok nha,,,positive,,,,,,,
Rất mượt,,,,,positive,,,,,
thiết kế sang trọng,,,,,,positive,,,,
mình sài cảm thấy rất tốt,,,positive,,,,,,,
tự nhiên nay lại có hiện tượng vào gg bị văng ra hoặc hay bị lỗi,,,,,negative,,,,,
 các thứ còn lại rất oki ạ,,,positive,,,,,,,
Nhân viên phục đượcNhưng hơi thiếu tôn trọng khách hàng khi mang khẩu trang suốt,,,,neutral,,,,,,
tất cả điều oke,,,positive,,,,,,,
Sài tốt,,,positive,,,,,,,
pin tuột nhanh đã gần 1 tháng mà vẫn ko hết tuột pin. Sạc nhanh ok,neutral,,,,,,,,,
Hàng chất lượng. Với 1 con tầm trung như thế này thì hết ý,,,positive,,,,,,,
Pin trâu,positive,,,,,,,,,
loa good,,,,,,,positive,,,
bộ nhớ tầm khủng,,,,,,,,,,positive
đáng đồng tiền bát gạo,,,,,,,,positive,,
Nhân viên TGDD tư vấn nhiết tình. Ủng hộ dài dài,,,,positive,,,,,,
Nói chung mượt,,,,,positive,,,,,
đẹp,,,,,,positive,,,,
mọi thứ dùng ok,,,positive,,,,,,,
sóng di động yếu lắm,,,,,,,negative,,,
Samsung rất chiều lòng khách hàng,,,,positive,,,,,,
Sản phẩm này dùng 1 lúc sao nóng máy,,,,,negative,,,,,
"bị tự động tắt nguồn, có lúc màn hình tối thui, ai gọi tới thì nghe chuông nhưng màn hình đen thui. Chán nản",,,,,negative,,,,,
f9,,,neutral,,,,,,,
Cam tuyệt nhất,,positive,,,,,,,,
"nghe, gọi lướt ok",,,,,,,positive,,,
sản phẩm sài tốt,,,positive,,,,,,,
"nhân viên phục vụ nhiệt tình, rất ưng ý với sản phẩm mua ở điện máy xanh",,,,positive,,,,,,
Máy đẹp,,,,,,positive,,,,
cấu hình ok,,,,,positive,,,,,
giá ntn thì ko có gì để chê cả,,,,,,,,positive,,
mọi thứ đều ok,,,positive,,,,,,,
camera thì quá tệ,,negative,,,,,,,,
Thấy vừa túi tiền với A21s này,,,,,,,,positive,,
Màn hình 6.5 làm máy sexy hơn các máy màn hình 6.2,,,,,,,,,positive,
máy mượt,,,,,positive,,,,,
máy tốt về camera,,positive,,,,,,,,
màu đen tạo cảm giác máy của doanh nhân sang chảnh,,,,,,positive,,,,
Máy dùng tạm được,,,neutral,,,,,,,
dùng quen IP sáng máy này thì ko ưng về cảm ứng,,,,,,,negative,,,
chất lượng video. Xem nhiều gây nhức mắt,,negative,,,,,,,,
Được cái pin khoẻ. Dùng cả buổi sáng hết 8%,positive,,,,,,,,,
máy giá rẻ,,,,,,,,positive,,
 đáng mua,,,positive,,,,,,,
 thiết kế đẹp nhìn sang trọng,,,,,,positive,,,,
các bn nhân viên tgdd tư vấn nhiệt tình,,,,positive,,,,,,
Máy ok về mọi thứ,,,positive,,,,,,,
pin tuột hơi nhanh,negative,,,,,,,,,
nhân viên nhiệt tình,,,,positive,,,,,,
Sản phẩm cầm nắm chắc tay,,,,,,positive,,,,
nói chung ok tất ,,,positive,,,,,,,
tôi mua máy xài cả năm có bị gì đâu,,,positive,,,,,,,
thời gian sau pin hơi xuống một chút thôi,,,,,,,negative,,,
rơi rớt ầm ầm mà chả xi nhê gì cả,,,,,,positive,,,,
tầm tiền như vậy là ổn rồi,,,positive,,,,,,,
chơi game muot,,,,,positive,,,,,
chơi 2h liên tục chỉ thấy âm ấm thôi,,,,,positive,,,,,
pin thì chỉ lên feca và nghe nhạc thì sáng 100% đến khi đi ngủ còn 65_55% còn thỉnh thoảng làm vài trận game thì còn 45_35%,neutral,,,,,,,,,
Nói chung là quá tôt,,,positive,,,,,,,
chs lq mượt,,,,,positive,,,,,
Cái gì cũng tốt,,,positive,,,,,,,
mỗi cam là tệ thôi,,negative,,,,,,,,
mấy còn ngon chán,,,positive,,,,,,,
"pin trâu, sạc nhanh",,,,,,,positive,,,
chơi game mượt,,,,,positive,,,,,
camera tốt,,positive,,,,,,,,
nói chung là tối trong tầm giá,,,positive,,,,,,,
có bộ thay đổi giọng nói khi chơi game,,,,,,,positive,,,
Quá kém...hình ảnh xấu ..ko thật ảnh..màu vàng nhiều xem video vỡ hình ko nét,,,,,,,,,negative,
chỉ đáng giá 4tr..mua phí tiền,,,,,,,,negative,,
Mọi thứ đều ok,,,positive,,,,,,,
trừ game,,,,,negative,,,,,
bị lỗi cảm ứng suốt mới cập nhật lại giờ đở,,,,,,,negative,,,
cấu hình yếu quá gánh game không nổi,,,,,negative,,,,,
chán anh sam quá có lẽ sau này tui sẽ về với apple vĩnh biệt anh sam,,,,negative,,,,,,
a70 cùi bắp,,,neutral,,,,,,,
Mở khóa vân tay qua kém,,,,,,,negative,,,
may ảnh bình thương,,neutral,,,,,,,,
màn hình tam ôn,,,,,,,,,neutral,
qin tõt,positive,,,,,,,,,
4t thì hơp lý,,,,,,,,positive,,
Điện thoại tốt,,,positive,,,,,,,
"chơi game nhẹ, lqmb, pubg cấu hình thấp thì ok",,,,,positive,,,,,
mao hết pin quá mới sạc hồi tối thì sáng hết pin rùi,negative,,,,,,,,,
Máy khá là ngon,,,positive,,,,,,,
độ tương phản của máy khá thấp so với các máy khác nên sẽ hơi khó nhìn,,,,,,,,,negative,
OK,,,positive,,,,,,,
Xài mượt,,,,,positive,,,,,
vân tay nhạy,,,,,,,positive,,,
Máy đẹp,,,,,,positive,,,,
Sát nhanh,positive,,,,,,,,,
Nhân viên nhiệt tình,,,,positive,,,,,,
"trải nghiệm game liên quân, call of duty không giật lap",,,,,positive,,,,,
pin thì OK cùng với sạc nhanh,positive,,,,,,,,,
Hôm nay mới để ý trên màn hình có cái chấm đen hơi khó chịu,,,,,,,,,negative,
"Máy dùng ổn định, mát",,,,,positive,,,,,
pin rất trâu và có sạc nhanh khá tiện,positive,,,,,,,,,
Cầm hơi nặng tay chút,,,,,,negative,,,,
Mình chơi đc Liên quân Mobile ở mức đồ họa trung bình,,,,,positive,,,,,
Thiết kế cũng khá đẹp và hoàn thiện,,,,,,positive,,,,
Tôi thật sự thất vọng vì chiếc điện thoại này thật sự là cùi bắp,,,negative,,,,,,,
lắc thì khỏi chê vào game offline cũng bị văn ra khỏi game,,,,,negative,,,,,
máy lỗi nặng,,,negative,,,,,,,
chơi game thì đứng game màn hình tự tắt,,,,,negative,,,,,
wifi yếu mạnh,,,,,,,negative,,,
 pin yếu,negative,,,,,,,,,
loạn cảm ứng,,,,,,,negative,,,
chán sản phẩm quá,,,negative,,,,,,,
game cực mượt,,,,,positive,,,,,
Pin trâu vô đối,positive,,,,,,,,,
mức giá quá tốt,,,,,,,,positive,,
Mali G76 quá khác biệt,,,positive,,,,,,,
vân tay với cảm biến khuôn mặt quá kém,,,,,,,negative,,,
pin,neutral,,,,,,,,,
camera,,neutral,,,,,,,,
màn hình thi tạm ổn,,,,,,,,,neutral,
cảm ứng mình lướt fb vs YouTube thấy ko mượt cứ cứng cứng lướt kiểu rất mỏi tay,,,,,,,negative,,,
loạn cảm ứng,,,,,,,negative,,,
Máy quá tốt trong tầm giá,,,positive,,,,,,,
chụp ảnh bao đẹp,,positive,,,,,,,,
pin dùng 2 ngày mới hết,positive,,,,,,,,,
màn hình đẹp,,,,,,,,,positive,
Mặt lưng nhám cầm không bị bám mồ hôi,,,,,,positive,,,,
"dấu vân tay, vân nhạy",,,,,,,positive,,,
máy đôi khi lag giật nhưng không đáng kể,,,,,neutral,,,,,
pin 5000mAh mà không được trâu lắm,,,,,,,negative,,,
điểm Antutu khá cao,,,,,positive,,,,,
chưa có cổng USB Type-C,,,,,,negative,,,,
"Chơi lq mượt nhưng chơi nhiều thì sẽ bị tut fps rất nhiều hơi buồn, chơi pubg đồ hoạ mượt cx nóng lên rất nhanh",,,,,negative,,,,,
"Máy sử dụng 3 ngày mới phải sạc pin 1 lần (lướt web, zalo, facebook, gọi, nhắn tin....tất cả đều đầy đủ). Chỉ tiêu hao 20% cho 1 ngày sử dụng trong giờ hành chính từ sáng đến chiều",positive,,,,,,,,,
"Cảm biến vân tay nhạy, nhận diện khuôn mặt nhạy",positive,,,,,,,,,
Chụp ảnh ok,,positive,,,,,,,,
"Tốc độ xử lý nhanh, mượt, ổn định, không nóng",,,,,positive,,,,,
Dùng thấy máy toàn diện mọi thứ,,,positive,,,,,,,
"Sạc pin hơn 1h 20 phút là đầy sài 5h chưa hết, vậy là tốt rồi",positive,,,,,,,,,
Còn mọi thứ đều tốt,,,positive,,,,,,,
giá 12t thì sút tốt,,,,,,,,positive,,
Máy này chụp ảnh xấu,,negative,,,,,,,,
sản phẩm quá tệ,,,negative,,,,,,,
chơi liên quân thì giật đơ màn hình loạn cảm ứng,,,,,negative,,,,,
nói chung mọi thứ OK,,,positive,,,,,,,
"chơi game ngon hơn các hãng khác, trừ iPhone ra",,,,,positive,,,,,
sản phẩm rất tốt,,,positive,,,,,,,
pin xài được co 1 ngày là hết,negative,,,,,,,,,
máy sử dụng rất tốt,,,positive,,,,,,,
vừa với giá tiền,,,,,,,,positive,,
Sao e mua mà không có tai phone,,,,negative,,,,,,
 Mấy Sài tốt,,,positive,,,,,,,
chơi game mượt,,,,,positive,,,,,
chỉ không được tặng tai phone hơi buồn,,,,negative,,,,,,
dt thiết kế đẹp,,,,,,positive,,,,
"pin trâu mình sài 1 ngày mới hết pin chơi pubg, lien quân mượt",positive,,,,,,,,,
cam đối với mình là ổn,,,positive,,,,,,,
Mua chưa được 1 tuần mất gần 2 tr,,,,,,,,negative,,
Đt thì nhận diện quá chậm,,,,,,,negative,,,
Mấy bắt wifi rõ chận luôn.wa kèm. Lâu lâu từ rớt mất wifi fai vô nhập lại,,,,,,,negative,,,
 Buồn cho Việt Nam,,,,negative,,,,,,
Sài hay bị lỗi lắm các bạn ơi đưng có mua mà rồi hối hận,,,negative,,,,,,,
sản phẩm quá tệ,,,negative,,,,,,,
chơi PUBG thì giật đứng máy có khi k làm gì cũng đơ màn hình,,,,,negative,,,,,
loạn cảm ứng,,,,,,,negative,,,
sản phẩm rất tệ,,,negative,,,,,,,
Sản phẩm tốt,,,positive,,,,,,,
lướt web thì đôi khi bị lag,,,,,negative,,,,,
nhân viên nhiệt tình,,,,positive,,,,,,
Camera thì tạm ổn,,neutral,,,,,,,,
máy dùng ok,,,positive,,,,,,,
Pin k trâu,negative,,,,,,,,,
màn hình được tư vấn là cường lực nhưng lại rất dễ xước,,,,,,negative,,,,
đã xuất hiện tình trạng bị lag máy tuy không nhiều nhưng ngay ngày đầu tiên đã bị,,,,,negative,,,,,
máy ok,,,positive,,,,,,,
không nóng như trong quảng cáo (trừ khi chơi game nặng mở full setting thì máy có nóng lên như không đáng kể chấp nhận được) máy khá mượt,,,,,positive,,,,,
nhân viên rất nhiệt tình,,,,positive,,,,,,
không thấy lỗi gì xảy ra trên máy,,,positive,,,,,,,
"ủng hộ bác Vượng , ủng hộ Việt Nam",,,,positive,,,,,,
dùg face vs xem phim thoii nên mượt lắm,,,,,positive,,,,,
con này quá ngon rùi,,,positive,,,,,,,
Người Việt Dùng Hàng Việt,,,,positive,,,,,,
máy ngon,,,positive,,,,,,,
cảm giác đầu tiên là mượt,,,,,positive,,,,,
vừa tay,,,,,,positive,,,,
Nhân viên Hưng ở 1306 tỉnh lộ 10 tư vấn nhiệt tình,,,,positive,,,,,,
Rất ô,,,positive,,,,,,,
Quá ngon,,,positive,,,,,,,
 cho số tiền bỏ ra,,,,,,,,positive,,
 pin thì phải nói trâu thật sự,positive,,,,,,,,,
quá là tuyệt vời nếu có tiền mọi người nên mua con này sài ít xuống máy,,,positive,,,,,,,
 ít rớt giá,,,,,,,,positive,,
 cấu hình này sài thoải mái thêm 3-4 năm nữa,,,,,positive,,,,,
Máy cũng xài tạm được,,,neutral,,,,,,,
Nhân viên thế giới di động nhiệt tình,,,,positive,,,,,,
Khá OK,,,positive,,,,,,,
thất vọng,,,negative,,,,,,,
cắm tai nghe vào là loạn hết cảm ứng lên,,,,,,,negative,,,
k đáng giá để mua,,,,,,,,negative,,
pin tụt nhanh,negative,,,,,,,,,
cập nhập phiên bản mới vẫn bị sự cố tự dưng tắt nguồn,,,,,negative,,,,,
"Máy xài chậm , nặng lướt không thấy mượt",,,,,negative,,,,,
Chụp hình thì nhoè chụp đêm gì mà tối thui vẫn đỏ mắt,,negative,,,,,,,,
cùng thương hiệu mà sao xài oppo êm chuyển qua xaci này thử thì quá thất vọng,,,,negative,,,,,,
thấy ổn,,,positive,,,,,,,
chạy cũng khá mượt,,,,,positive,,,,,
camera trước hơi xấu,,negative,,,,,,,,
máy sẽ đơ,,,,,negative,,,,,
không bật chế độ chụp ảnh bằng cả 3 camera được,,,,,,,negative,,,
Khá đơ nữa,,,,,negative,,,,,
Sản phẩm rất tốt,,,positive,,,,,,,
rất dep,,,,,,positive,,,,
nhận viên phục vụ nhiệt tình và vui vẻ,,,,positive,,,,,,
Điện thoại đẹp,,,,,,positive,,,,
"Đủ chức năng, có cả nghe nhạc. Tuy nhiên loa hơi nhỏ",,,,,,,neutral,,,
"máy Joy3 này đáp ứng tốt những tác vụ cơ bản như lướt face, đọc báo mạng, chơi game nhẹ nhàng",,,,,positive,,,,,
"Âm thanh con vsmart Joy3 to, nghe tạm ổn",,,,,,,positive,,,
camera thì nên chụp ở điều kiện đầy đủ ánh sáng và giữ chắc tay thì ảnh mới đẹp,,positive,,,,,,,,
mức giá rẻ ,,,,,,,,positive,,
mọi người nên mua tặng cho ba mẹ hay sv mua để học tập cũng tốt,,,positive,,,,,,,
Con này sài rất OK nhá,,,positive,,,,,,,
chiến game rất tốt. 2 ngày đâu tiên sài điện thoại rất nóng,,,,,negative,,,,,
 pin tụt nhanh. nhưng những ngày sau sài không nóng tý nào và pin cũng khá trâu,neutral,,,,,,,,,
clip FB nếu mạng yếu thì hơi mờ,,,,,negative,,,,,
cam trước không đẹp,,negative,,,,,,,,
NV nhiệt tình,,,,positive,,,,,,
vân tay thì chưa bao giờ mở dk 1 lần,,,,,,,negative,,,
hỏng mích,,,,,,,negative,,,
Cũng khá ổn nhưng chưa tốt,,,neutral,,,,,,,
nhu cầu cơ bản và gamer khá ok,,,,,positive,,,,,
camera cũng khá ok,,positive,,,,,,,,
Wifi cứ gặp trục trặc nhìu lần,,,,,,,negative,,,
Còn lại thấy máy vẫn ổn,,,positive,,,,,,,
máy đẹp,,,,,,positive,,,,
theme đẹp,,,,,positive,,,,,
Chụp hình cũng OK,,positive,,,,,,,,
Cực tốt,,,positive,,,,,,,
"Pin thao tác liên tục 12h khỏi phải lo lắng, sạc nhanh đầy",positive,,,,,,,,,
Tuyệt vời,,,positive,,,,,,,
cầm hơi mỗi tay,,,,,,negative,,,,
Pin trâu,positive,,,,,,,,,
Mọi người nên mua,,,positive,,,,,,,
mua chơi game thì nên dẹp,,,,,negative,,,,,
Dùng rất chán,,,negative,,,,,,,
Hối hận khi mua sam sung,,,,negative,,,,,,
Oppo tụt giá nhanh thật,,,,,,,,negative,,
nói khưng với dt samsung,,,,negative,,,,,,
gọi dt+zalo gì củng ngta không nghe được,,,,,,,negative,,,
iật lag các kiểu,,,,,negative,,,,,
Máy note 9 pro quá ổn,,,positive,,,,,,,
Pin trâu + sạc cực nhanh,positive,,,,,,,,,
"Cảm ứng cực mượt và êm, cảm biến vân tay cực nhạy",,,,,,,positive,,,
Máy xài thì ok,,,positive,,,,,,,
Vân tay không nhạy . Khó mở khoá được . Nhận diện khuôn mặt thì phải chờ camera. Bất tiện,,,,,,,negative,,,
nói chung là ok,,,positive,,,,,,,
pin là k kéo lâu,negative,,,,,,,,,
máy này chụp hình m thấy quá ok,,positive,,,,,,,,
Chị nhân viên trong TGDD quá ok...m còn nhớ c đó tên Hấn á...nc dễ thương gần gũi và thân thiện nữa,,,,positive,,,,,,
Lỗi camera pop up rùi ad ợ thụt hết rồi vẫn còn thừa vòng tua haizzz nghi ngờ về độ bền nha,,,,,,negative,,,,
dùng chán quá. Sài lầm khi mua mà ko xem kĩ sản phẩm,,,negative,,,,,,,
Một cái giá quá đắt,,,,,,,,negative,,
Giá tốt,,,,,,,,positive,,
 cấu hỉnh mạnh,,,,,positive,,,,,
Camera tốt,,,,,,,positive,,,
a21s vs a51 chất chi ưng bụng,,,positive,,,,,,,
nhân viên tốt hậu mãi ok . cám ơn dmx nhiều,,,,positive,,,,,,
Đt mướt,,,,,positive,,,,,
camera được,,positive,,,,,,,,
pin trâu,positive,,,,,,,,,
Loa ngoài nhỏ,,,,,,,negative,,,
nhân viên rất tận tâm và nhiệt tình,,,,positive,,,,,,
"Sản phẩm vô cùng tuyệt vời , trong tầm giá thì sản phẩm này có vẻ là lựa chọn tốt nhất",,,positive,,,,,,,
Máy chạy mượt,,,,,positive,,,,,
pin dùng lâu,positive,,,,,,,,,
camera nếu biết cách chụp thì khá ổn,,positive,,,,,,,,
Android 10 nên có thể dùng chế độ Dark mode cho cả máy,,,,,,,positive,,,
nhân viên tư vấn thân thiện,,,,positive,,,,,,
Sạc pin hoặc dùng lâu quá (chơi games nặng) thì máy bị nóng,negative,,,,,,,,,
"Sản phẩm k tốt, đt hay mắc lỗi",,,negative,,,,,,,
"gọi k nghe dc, ứng dụng zalo gọi thì bị vang",,,,,,,negative,,,
nghe gọi,,,,,,,positive,,,
xem youtube rất tốt,,,,,positive,,,,,
Ko có lỗi gì.với một chiếc máy như vậy rất tốt rồi,,,positive,,,,,,,
